Entity,Wallet,Label,,,,,,,,,,
tokenlon,0xb9e29984fe50602e7a619662ebed4f90d93824c7,DEX,,,,,,,,,,
tokenlon 2,0xd0e6cbd9da5d6214818a3ca2c4be074174faea81,DEX,,,,,,,",,",,,
tokenlon 3,0x41f8d14c9475444f30a80431c68cf24dc9a8369a,DEX,,,,,,,,,,
bitgo team,0x187c0e0aa33282096b39a33457939f1dc3ea8e0f,Custody,,,,,,,,,,
bitgo team 2,0xd1669ac6044269b59fa12c5822439f609ca54f41,Custody,,,,,,,,,,
struck capital,0x46abbc9fc9d8e749746b00865bc2cf7c4d85c837,VC,,,,,,,,,,
kevin_rose,0xba19ba5233b49794c33f01654e99a60e579e6f29,Individual,,,,,,,,,,
coinmetro,0xa270f3ad1a7a82e6a3157f12a900f1e25bc4fbfd,Exchange,,,,,,,,,,
coinmetro 2,0xd4e72265877110be8515b9874da3342e70060b64,Exchange,,,,,,,,,,
kleros team,0x67a57535b11445506a9e340662cd0c9755e5b1b4,Arbitration,,,,,,,,,,
kain warwick,0x5b97680e165b4dbf5c45f4ff4241e85f418c66c2,Individual,,,,,,,,,,
polychain,0xbcd5000f5c522856e710c5d274bb672b2f2eefbf,VC,,,,,,,,,,
quant whale,0xe5c405c5578d84c5231d3a9a29ef4374423fa0c2,Individual,,,,,,,,,,
liquiditymarketmaker,0xbf4ae54fdc6f561e4027c8a26c172c98a267760f,Market Maker,,,,,,,,,,
ryan adams,0xfdaae0c5a7a56c8265b9f86cf8cd934a494e3733,Individual,,,,,,,,,,
cobinhood,0x8958618332df62af93053cb9c535e26462c959b0,Exchange,,,,,,,,,,
new form capital,0x8fe1a0b56c62f79a7bd8b45fe08b0e03c4af572d,VC,,,,,,,,,,
ethereum foundation,0xfb6916095ca1df60bb79ce92ce3ea74c37c5d359,Foundation,,,,,,,,,,
ethereum foundation 2,0xde0b295669a9fd93d5f28d9ec85e40f4cb697bae,Foundation,,,,,,,,,,
vitalik buterin,0xab5801a7d398351b8be11c439e05c5b3259aec9b,Individual,,,,,,,,,,
uniswap team,0x4750c43867ef5f89869132eccf19b9b6c4286e1a,DEX,,,,,,,,,,
uniswap team,0x3d30b1ab88d487b0f3061f40de76845bec3f1e94,DEX,,,,,,,,,,
uniswap team,0xe3953d9d317b834592ab58ab2c7a6ad22b54075d,DEX,,,,,,,,,,
uniswap team,0x4b4e140d1f131fdad6fb59c13af796fd194e4135,DEX,,,,,,,,,,
uniswap team/investor,0x3cc3bf9b66f424a1632fac87b941cda71ad491b6,VC,,,,,,,,,,
uniswap team/investor,0x7d2d43e63666f45b40316b44212325625dbaeb40,VC,,,,,,,,,,
uniswap team/investor,0x030d6830dc8ff125850390da620fa3e12decd437,VC,,,,,,,,,,
